0,13533,0,0,67.145996,87.397995,248.007392,2.54093,8980.209942102432,1,4,4,4,1,4,4,5,5,3,3,5,5,5,3,3,3,2,2,1,1,True,False,False,True,False,True,True
1,13533,1,0,71.282,90.136,471.233072,5.043038,11920.35475063324,4,6,4,6,4,6,4,5,3,3,5,5,3,5,1,1,2,2,3,4,2,True,False,False,True,False,False,False
2,13533,2,0,70.962,90.054,559.954448,5.924652,16260.991527080536,4,6,6,6,4,1,6,5,5,5,5,3,5,3,3,1,2,1,2,2,3,False,True,True,False,True,False,True
3,13533,3,0,71.1,90.292,388.503888,7.200872,9670.905889987946,1,6,1,1,4,4,6,3,3,5,3,3,5,3,1,2,1,2,3,4,3,False,False,True,True,False,True,True
4,13533,4,0,67.694,88.026,238.189976,5.037182,7678.845038175583,1,1,1,1,4,4,6,5,3,5,3,3,5,3,3,3,1,2,1,3,2,True,True,False,True,True,True,True
5,13533,5,0,68.156,88.312,344.695064,2.980218,11063.90794301033,4,4,4,1,4,4,1,3,3,5,3,5,5,5,1,3,2,2,3,3,1,True,False,True,True,True,False,False
6,13533,6,0,63.505997,84.976,318.682592,2.342028,12224.563777446749,6,1,4,6,1,1,4,3,3,5,3,3,3,3,2,2,1,1,2,4,1,True,False,True,True,True,False,False
7,13533,7,0,71.422,90.328,358.070368,3.78588,9646.581882715223,1,4,6,6,6,6,6,5,5,5,3,5,5,3,3,1,3,2,3,2,1,False,True,False,False,False,True,False
8,13533,8,0,71.884,90.524,439.84992,6.770986,11470.611038684843,1,4,4,4,6,6,6,5,5,3,3,3,5,5,2,3,1,3,2,2,3,False,True,False,True,False,False,True
9,13533,9,0,69.478,89.19,332.017488,4.625006,8923.553672075272,1,6,4,4,4,1,6,5,3,3,5,3,5,5,2,2,1,3,3,4,2,False,False,True,False,False,False,True
11,13533,11,0,67.102005,87.616,239.045792,3.62107,8329.573986530304,1,6,4,4,1,1,4,5,3,3,3,3,3,5,1,2,1,3,3,3,2,True,True,True,True,False,True,True
13,13533,13,0,68.562,88.451996,217.38104,4.063548,6122.418350458145,1,1,4,1,1,6,6,3,5,3,3,3,5,5,1,3,2,2,3,4,1,False,True,False,False,True,False,False
14,13533,14,0,68.686005,88.508,478.84932,3.114226,16488.550728797913,4,4,1,1,6,1,6,5,5,5,5,5,5,3,3,3,1,1,3,3,1,True,True,True,False,True,False,True
15,13533,15,0,71.182,90.32199,419.966976,5.504192,11417.2863073349,4,1,4,1,4,6,4,3,5,3,5,3,5,3,2,2,2,2,3,2,3,False,False,True,False,True,True,True
16,13533,16,0,62.82,84.694,312.864656,2.126444,11497.217653751371,4,6,1,4,1,1,1,5,3,3,3,3,5,3,1,3,2,3,3,3,1,True,True,True,False,False,True,False
17,13533,17,0,64.062,85.673996,274.035664,2.422312,9342.918441295624,4,1,6,1,6,1,1,3,5,5,3,3,5,3,2,2,2,3,1,4,3,False,False,True,False,False,False,True
19,13533,19,0,66.768005,87.246,272.202984,2.840554,8350.635050535202,4,4,1,1,6,6,6,3,5,5,3,5,3,3,1,2,2,3,1,1,1,False,False,True,True,True,True,True
20,13534,20,0,62.582,84.31,157.198864,2.31415,7672.102698564529,1,1,6,4,4,6,1,3,3,3,5,3,3,3,3,1,2,1,1,1,3,False,True,False,True,False,False,False
21,13534,21,0,70.69,89.868,567.24736,6.276678,18189.205314159393,4,4,6,1,1,4,6,5,5,5,5,3,5,5,3,3,1,3,1,2,3,True,False,True,False,True,True,True
22,13534,22,0,71.544,90.35,603.902848,6.650814,15185.51616215706,6,4,4,4,4,6,6,5,3,5,3,3,3,3,2,1,2,1,2,2,3,False,False,True,True,True,True,True
24,13534,24,0,71.658,90.506,656.137088,5.418676,17690.364591360092,6,4,4,4,6,6,6,5,5,3,3,5,5,3,3,2,1,2,1,3,2,False,True,False,True,True,False,True
