0,13470,0,0,60.526,82.87799,248.007392,2.54093,2882.5930590629578,1,4,4,4,1,4,4,5,5,3,3,5,5,5,3,3,3,2,2,1,1,True,False,False,True,False,True,True
1,13470,1,0,64.184,86.007996,471.233072,5.043038,2032.8978672027588,4,6,4,6,4,6,4,5,3,3,5,5,3,5,1,1,2,2,3,4,2,True,False,False,True,False,False,False
2,13470,2,0,64.091995,85.548004,559.954448,5.924652,2768.1468226909637,4,6,6,6,4,1,6,5,5,5,5,3,5,3,3,1,2,1,2,2,3,False,True,True,False,True,False,True
3,13470,3,0,63.129997,85.254,388.503888,7.200872,1572.9329874515531,1,6,1,1,4,4,6,3,3,5,3,3,5,3,1,2,1,2,3,4,3,False,False,True,True,False,True,True
4,13470,4,0,60.947998,83.32399,238.189976,5.037182,1234.5050511360168,1,1,1,1,4,4,6,5,3,5,3,3,5,3,3,3,1,2,1,3,2,True,True,False,True,True,True,True
5,13470,5,0,60.894,83.492,344.695064,2.980218,1931.9149692058563,4,4,4,1,4,4,1,3,3,5,3,5,5,5,1,3,2,2,3,3,1,True,False,True,True,True,False,False
6,13470,6,0,55.311996,78.686,318.682592,2.342028,2157.932139635086,6,1,4,6,1,1,4,3,3,5,3,3,3,3,2,2,1,1,2,4,1,True,False,True,True,True,False,False
7,13470,7,0,64.40599,85.99,358.070368,3.78588,1656.9027891159058,1,4,6,6,6,6,6,5,5,5,3,5,5,3,3,1,3,2,3,2,1,False,True,False,False,False,True,False
8,13470,8,0,65.186,86.453995,439.84992,6.770986,1938.4989516735077,1,4,4,4,6,6,6,5,5,3,3,3,5,5,2,3,1,3,2,2,3,False,True,False,True,False,False,True
9,13470,9,0,62.248,84.42799,332.017488,4.625006,1513.8613421916962,1,6,4,4,4,1,6,5,3,3,5,3,5,5,2,2,1,3,3,4,2,False,False,True,False,False,False,True
10,13470,11,0,59.159996,81.894,239.045792,3.62107,1433.079443216324,1,6,4,4,1,1,4,5,3,3,3,3,3,5,1,2,1,3,3,3,2,True,True,True,True,False,True,True
11,13470,13,0,61.423996,83.934,217.38104,4.063548,1163.6061544418335,1,1,4,1,1,6,6,3,5,3,3,3,5,5,1,3,2,2,3,4,1,False,True,False,False,True,False,False
12,13470,14,0,61.746,84.051994,478.84932,3.114226,2869.4202773571014,4,4,1,1,6,1,6,5,5,5,5,5,5,3,3,3,1,1,3,3,1,True,True,True,False,True,False,True
13,13470,15,0,63.654,85.634,419.966976,5.504192,1918.4706540107727,4,1,4,1,4,6,4,3,5,3,5,3,5,3,2,2,2,2,3,2,3,False,False,True,False,True,True,True
14,13470,16,0,54.308,78.284,312.864656,2.126444,1981.084971666336,4,6,1,4,1,1,1,5,3,3,3,3,5,3,1,3,2,3,3,3,1,True,True,True,False,False,True,False
15,13470,17,0,56.34,80.23599,274.035664,2.422312,1601.2166662216189,4,1,6,1,6,1,1,3,5,5,3,3,5,3,2,2,2,3,1,4,3,False,False,True,False,False,False,True
16,13470,19,0,60.138,82.56,272.202984,2.840554,1441.677747964859,4,4,1,1,6,6,6,3,5,5,3,5,3,3,1,2,2,3,1,1,1,False,False,True,True,True,True,True
17,13492,20,0,54.225998,78.228,157.198864,2.31415,1188.388508558273,1,1,6,4,4,6,1,3,3,3,5,3,3,3,3,1,2,1,1,1,3,False,True,False,True,False,False,False
18,13492,21,0,63.895996,85.54199,567.24736,6.276678,3137.793321609497,4,4,6,1,1,4,6,5,5,5,5,3,5,5,3,3,1,3,1,2,3,True,False,True,False,True,True,True
19,13492,22,0,64.768,86.26199,603.902848,6.650814,2614.009966135025,6,4,4,4,4,6,6,5,3,5,3,3,3,3,2,1,2,1,2,2,3,False,False,True,True,True,True,True
20,13492,24,0,65.301994,86.79399,656.137088,5.418676,3071.770128965378,6,4,4,4,6,6,6,5,5,3,3,5,5,3,3,2,1,2,1,3,2,False,True,False,True,True,False,True
