0,13555,0,0,60.278,82.922,248.007392,2.54093,2786.379652023315,1,4,4,4,1,4,4,5,5,3,3,5,5,5,3,3,3,2,2,1,1,True,False,False,True,False,True,True
1,13555,1,0,64.468,85.993996,471.233072,5.043038,2098.4087102413177,4,6,4,6,4,6,4,5,3,3,5,5,3,5,1,1,2,2,3,4,2,True,False,False,True,False,False,False
2,13555,2,0,64.13,85.70599,559.954448,5.924652,2850.38813829422,4,6,6,6,4,1,6,5,5,5,5,3,5,3,3,1,2,1,2,2,3,False,True,True,False,True,False,True
3,13555,3,0,63.222,85.3,388.503888,7.200872,1616.2378811836245,1,6,1,1,4,4,6,3,3,5,3,3,5,3,1,2,1,2,3,4,3,False,False,True,True,False,True,True
4,13555,4,0,59.736,82.409996,238.189976,5.037182,1344.118112564087,1,1,1,1,4,4,6,5,3,5,3,3,5,3,3,3,1,2,1,3,2,True,True,False,True,True,True,True
5,13555,5,0,61.184,83.731995,344.695064,2.980218,1990.0724050998688,4,4,4,1,4,4,1,3,3,5,3,5,5,5,1,3,2,2,3,3,1,True,False,True,True,True,False,False
6,13555,6,0,55.544,79.06,318.682592,2.342028,2216.760048151016,6,1,4,6,1,1,4,3,3,5,3,3,3,3,2,2,1,1,2,4,1,True,False,True,True,True,False,False
7,13555,7,0,64.832,86.173996,358.070368,3.78588,1716.4593513011932,1,4,6,6,6,6,6,5,5,5,3,5,5,3,3,1,3,2,3,2,1,False,True,False,False,False,True,False
8,13555,8,0,64.836,86.326004,439.84992,6.770986,2000.045797109604,1,4,4,4,6,6,6,5,5,3,3,3,5,5,2,3,1,3,2,2,3,False,True,False,True,False,False,True
9,13555,9,0,62.607998,84.696,332.017488,4.625006,1565.715732574463,1,6,4,4,4,1,6,5,3,3,5,3,5,5,2,2,1,3,3,4,2,False,False,True,False,False,False,True
10,13555,11,0,58.887997,81.862,239.045792,3.62107,1466.2888691425323,1,6,4,4,1,1,4,5,3,3,3,3,3,5,1,2,1,3,3,3,2,True,True,True,True,False,True,True
11,13555,13,0,61.364,83.738,217.38104,4.063548,1174.17946600914,1,1,4,1,1,6,6,3,5,3,3,3,5,5,1,3,2,2,3,4,1,False,True,False,False,True,False,False
12,13555,14,0,61.856,83.998,478.84932,3.114226,2937.8096840381622,4,4,1,1,6,1,6,5,5,5,5,5,5,3,3,3,1,1,3,3,1,True,True,True,False,True,False,True
13,13555,15,0,63.951996,85.99,419.966976,5.504192,1954.183879852295,4,1,4,1,4,6,4,3,5,3,5,3,5,3,2,2,2,2,3,2,3,False,False,True,False,True,True,True
14,13555,16,0,54.213997,78.192,312.864656,2.126444,2020.3252909183504,4,6,1,4,1,1,1,5,3,3,3,3,5,3,1,3,2,3,3,3,1,True,True,True,False,False,True,False
15,13555,17,0,56.016,80.07199,274.035664,2.422312,1650.7769417762756,4,1,6,1,6,1,1,3,5,5,3,3,5,3,2,2,2,3,1,4,3,False,False,True,False,False,False,True
16,13555,19,0,60.026,82.528,272.202984,2.840554,1464.3877840042114,4,4,1,1,6,6,6,3,5,5,3,5,3,3,1,2,2,3,1,1,1,False,False,True,True,True,True,True
17,13555,20,0,54.954002,78.773994,157.198864,2.31415,1166.4731698036194,1,1,6,4,4,6,1,3,3,3,5,3,3,3,3,1,2,1,1,1,3,False,True,False,True,False,False,False
18,13555,21,0,63.465996,85.231995,567.24736,6.276678,3184.4863362312317,4,4,6,1,1,4,6,5,5,5,5,3,5,5,3,3,1,3,1,2,3,True,False,True,False,True,True,True
19,13555,22,0,64.332,86.054,603.902848,6.650814,2631.4478743076324,6,4,4,4,4,6,6,5,3,5,3,3,3,3,2,1,2,1,2,2,3,False,False,True,True,True,True,True
20,13555,24,0,64.576004,86.19,656.137088,5.418676,3118.2938480377197,6,4,4,4,6,6,6,5,5,3,3,5,5,3,3,2,1,2,1,3,2,False,True,False,True,True,False,True
21,13555,25,0,61.927998,84.198,397.742592,5.234084,2152.789336681366,4,1,4,1,1,6,4,3,3,3,5,5,5,5,3,2,1,2,2,2,3,False,False,False,False,True,True,True
22,13555,26,0,64.226,85.85,498.627512,5.091202,2456.1018764972687,6,6,1,4,4,4,6,5,5,5,3,3,3,5,1,2,1,2,1,4,2,True,False,True,False,False,True,False
23,13555,27,0,56.119995,79.914,312.048416,2.543606,1837.6187512874603,4,1,1,4,6,1,1,3,3,5,3,3,3,5,2,2,3,2,3,1,3,True,True,True,True,False,False,False
24,13555,28,0,57.809998,81.229996,387.278416,3.040352,2489.156072616577,4,4,4,4,1,6,1,5,3,3,3,5,3,5,3,1,1,1,3,2,3,True,False,False,False,True,True,True
25,13555,29,0,64.14,85.726,496.667936,6.673668,2446.674827337265,4,4,6,1,1,4,6,5,3,3,5,5,3,5,1,3,3,1,2,3,3,True,True,False,False,True,True,True
26,13555,30,0,54.353996,78.229996,284.825144,2.255846,1756.8291451931,4,6,4,1,1,1,1,3,3,3,5,5,3,5,2,1,3,3,3,3,3,False,False,False,True,False,True,False
27,13555,31,0,58.556,81.56799,372.74928,2.60111,2193.056679725647,6,6,6,4,4,1,6,3,5,5,5,3,3,5,2,1,1,1,1,4,1,False,True,True,False,True,False,False
28,13555,32,0,54.564,77.86,362.144848,2.226888,2625.989917755127,6,4,1,1,1,1,4,3,5,5,5,5,5,5,2,3,1,3,1,1,1,True,True,True,True,False,True,False
29,13555,34,0,59.977997,82.39,356.789592,2.660774,2084.7842030525208,4,6,4,1,4,1,6,5,5,3,3,3,3,5,1,3,2,3,1,2,1,True,False,False,True,True,False,True
30,13555,35,0,62.339996,84.534,258.279648,4.75999,1239.106056690216,1,1,4,4,4,4,6,5,5,3,5,5,5,3,2,3,2,2,1,2,2,False,False,True,True,True,True,True
31,13555,36,0,51.482,75.972,123.557072,1.994792,1167.6923167705536,1,1,4,4,1,1,1,3,3,5,5,5,5,3,1,2,2,3,2,1,1,True,False,False,False,True,False,False
32,13555,37,0,64.208,85.829994,456.181872,4.5059,2194.605934858322,4,4,4,6,6,6,1,3,5,3,3,3,5,5,1,3,1,3,3,4,1,False,True,True,True,False,True,True
33,13555,38,0,63.584,85.51399,300.807248,3.686242,1460.915116071701,1,4,4,6,6,6,6,5,3,3,3,5,5,5,3,1,2,1,3,2,1,False,True,True,True,False,True,False
34,13555,39,0,61.348,83.916,615.239544,4.327824,3039.4519073963165,6,6,4,1,4,1,4,5,5,5,5,3,5,5,3,1,1,3,3,4,3,False,False,True,True,False,False,False
35,13555,40,0,59.475998,82.411995,308.243728,2.280828,1940.555385351181,4,4,4,6,4,4,1,3,5,3,3,3,5,5,1,2,3,3,1,1,1,True,True,False,True,False,False,False
36,13555,41,0,64.394,85.897995,548.916032,4.677716,2841.091551542282,6,6,6,4,4,4,6,5,5,3,5,3,3,5,1,3,3,1,1,2,2,True,False,False,False,True,False,True
37,13555,43,0,56.544,79.46,174.466408,2.642576,1306.8211834430697,1,1,6,1,1,1,6,5,3,3,5,5,3,3,2,3,3,3,2,4,1,False,True,True,True,True,True,False
38,13555,44,0,62.654,84.662,459.717952,4.466374,2709.243881225586,4,1,4,6,6,1,4,3,3,5,3,3,5,5,3,1,2,3,2,2,3,True,False,True,True,False,True,False
39,13555,45,0,60.168,83.28999,319.619712,3.054844,1559.7801139354706,4,4,1,6,4,4,1,3,5,5,3,5,3,3,1,1,2,3,3,2,3,False,True,False,False,False,False,True
40,13555,46,0,62.902,84.922,421.120936,2.936506,2748.616423606873,4,6,6,1,4,4,6,3,5,3,3,5,3,3,2,2,3,1,3,1,1,True,True,True,True,True,True,False
